herkunft,geschlecht,name,preis,zimmer,flaeche,stadt,einladung
türkisch,männlich,Haimt Yilmaz,695,1,32.66,frankfurt,TRUE
deutsch,männlich,Stephan Braun,695,1,32.66,frankfurt,TRUE
deutsch,männlich,Daniel Buschle,350,2,39,hamburg,TRUE
türkisch,weiblich,Aylin Demirci,381.1,2,48.46,berlin,TRUE
italienisch,männlich,Stefano Loguercio,420,2,42,köln,TRUE
deutsch,männlich,Stephan Braun,420,2,42,köln,TRUE
arabisch,männlich,Ismail Hamed,420,2,42,köln,TRUE
italienisch,männlich,Stefano Loguercio,350,2,39,hamburg,TRUE
deutsch,männlich,Carsten Meier,350,2,39,hamburg,TRUE
polnisch,weiblich,Milena Adamowicz,600,1,33,frankfurt,TRUE
italienisch,weiblich,Vittoria di Lauro,399,2,38.52,nürnberg,TRUE
deutsch,männlich,Carsten Meier,550,2,56,hamburg,TRUE
arabisch,weiblich,Maryam Abedini,600,1,33,frankfurt,TRUE
deutsch,weiblich,Hanna Berg,600,1,33,frankfurt,TRUE
deutsch,männlich,Daniel Buschle,650,2,60,hamburg,TRUE
deutsch,männlich,Stephan Braun,540,1,31.44,hamburg,TRUE
italienisch,männlich,Stefano Loguercio,540,1,31.44,hamburg,TRUE
polnisch,männlich,Mikolaj Janowski,540,1,31.44,hamburg,TRUE
polnisch,weiblich,Milena Adamowicz,400,2,43.15,nürnberg,TRUE
deutsch,männlich,Stephan Braun,358.39,2,57.16,dresden,TRUE
polnisch,männlich,Mikolaj Janowski,345.46,2,55.99,dresden,TRUE
türkisch,männlich,Haimt Yilmaz,650,2,60,hamburg,TRUE
polnisch,männlich,Mikolaj Janowski,650,2,60,hamburg,TRUE
deutsch,männlich,Stephan Braun,345.46,2,55.99,dresden,TRUE
türkisch,männlich,Haimt Yilmaz,252.5,2,48.85,leipzig,TRUE
türkisch,weiblich,Aylin Demirci,453.6,1,43.2,berlin,TRUE
deutsch,weiblich,Nina Weiss,453.6,1,43.2,berlin,TRUE
italienisch,weiblich,Vittoria di Lauro,453.6,1,43.2,berlin,TRUE
deutsch,männlich,Stephan Braun,252.5,2,48.85,leipzig,TRUE
deutsch,männlich,Stephan Braun,345.46,2,55.99,dresden,TRUE
polnisch,männlich,Mikolaj Janowski,345.46,2,55.99,dresden,FALSE
deutsch,weiblich,Hanna Berg,340,2,49,dresden,TRUE
italienisch,weiblich,Vittoria di Lauro,499,2,48,köln,TRUE
deutsch,weiblich,Hanna Berg,499,2,48,köln,TRUE
arabisch,weiblich,Maryam Abedini,499,2,48,köln,TRUE
arabisch,männlich,Ismail Hamed,252.5,2,48.85,leipzig,FALSE
deutsch,männlich,Lovis Kuhn,550,2,56,hamburg,TRUE
deutsch,männlich,Lovis Kuhn,316,1,43.5,dortmund,TRUE
deutsch,weiblich,Nina Weiss,275,2,52.57,leipzig,FALSE
italienisch,weiblich,Vittoria di Lauro,275,2,52.57,leipzig,FALSE
italienisch,weiblich,Vittoria di Lauro,450,2,50,nürnberg,TRUE
deutsch,männlich,Stephan Braun,237.65,2,33.95,magdeburg,TRUE
türkisch,männlich,Haimt Yilmaz,237.65,2,33.95,magdeburg,TRUE
arabisch,männlich,Ismail Hamed,237.65,2,33.95,magdeburg,TRUE
arabisch,männlich,Ismail Hamed,309,2,52.76,dortmund,FALSE
polnisch,weiblich,Milena Adamowicz,560,2,49,hamburg,FALSE
deutsch,weiblich,Hanna Berg,400,1,32,nürnberg,TRUE
arabisch,weiblich,Maryam Abedini,299,2,57.5,leipzig,TRUE
deutsch,männlich,Daniel Buschle,579,2,59.65,hamburg,TRUE
arabisch,männlich,Ismail Hamed,579,2,59.65,hamburg,TRUE
polnisch,männlich,Mikolaj Janowski,579,2,59.65,hamburg,TRUE
polnisch,männlich,Mikolaj Janowski,525,1,60,hamburg,TRUE
deutsch,männlich,Lovis Kuhn,900,1,36,münchen,TRUE
deutsch,männlich,Carsten Meier,430,1,42,köln,TRUE
deutsch,männlich,Daniel Buschle,550,2,56,hamburg,TRUE
italienisch,männlich,Stefano Loguercio,550,2,56,hamburg,TRUE
deutsch,weiblich,Hanna Berg,530,2,46,köln,TRUE
polnisch,männlich,Mikolaj Janowski,370,2,57,dresden,TRUE
türkisch,männlich,Haimt Yilmaz,370,2,57,dresden,TRUE
deutsch,männlich,Stephan Braun,370,2,57,dresden,TRUE
arabisch,weiblich,Maryam Abedini,250,1,36.71,dortmund,TRUE
deutsch,weiblich,Hanna Berg,250,1,36.71,dortmund,TRUE
deutsch,männlich,Stephan Braun,430,1,42,köln,TRUE
italienisch,weiblich,Vittoria di Lauro,290,1,30,dortmund,TRUE
italienisch,weiblich,Vittoria di Lauro,290,1,30,dortmund,TRUE
deutsch,weiblich,Hanna Berg,290,1,30,dortmund,TRUE
deutsch,weiblich,Hanna Berg,470.76,2,57.41,berlin,TRUE
polnisch,weiblich,Milena Adamowicz,390,2,60,magdeburg,TRUE
deutsch,weiblich,Hanna Berg,390,2,60,magdeburg,TRUE
türkisch,weiblich,Aylin Demirci,390,2,60,magdeburg,TRUE
deutsch,männlich,Carsten Meier,400,1.5,32,frankfurt,TRUE
arabisch,männlich,Ismail Hamed,420,2,59,berlin,FALSE
deutsch,männlich,Lovis Kuhn,420,2,59,berlin,TRUE
deutsch,männlich,Stephan Braun,420,2,59,berlin,FALSE
deutsch,männlich,Carsten Meier,420,2,59,berlin,FALSE
türkisch,männlich,Haimt Yilmaz,420,2,59,berlin,FALSE
italienisch,männlich,Stefano Loguercio,318.5,2,45.5,berlin,TRUE
italienisch,männlich,Stefano Loguercio,318.5,2,45.5,berlin,TRUE
türkisch,männlich,Haimt Yilmaz,335,1,45,nürnberg,TRUE
deutsch,männlich,Stephan Braun,335,1,45,nürnberg,TRUE
türkisch,männlich,Haimt Yilmaz,400,1.5,32,frankfurt,TRUE
arabisch,weiblich,Maryam Abedini,348.32,2,56,hamburg,TRUE
polnisch,weiblich,Milena Adamowicz,348.32,2,56,hamburg,TRUE
deutsch,weiblich,Hanna Berg,348.32,2,56,hamburg,TRUE
deutsch,weiblich,Nina Weiss,450,2,51,berlin,TRUE
türkisch,weiblich,Aylin Demirci,760,1,36,münchen,TRUE
italienisch,weiblich,Vittoria di Lauro,760,1,36,münchen,TRUE
deutsch,weiblich,Hanna Berg,760,1,36,münchen,TRUE
polnisch,weiblich,Milena Adamowicz,650,1,34,münchen,TRUE
türkisch,weiblich,Aylin Demirci,900,2,58,münchen,FALSE
italienisch,weiblich,Vittoria di Lauro,900,2,58,münchen,FALSE
deutsch,weiblich,Nina Weiss,334.8,2,54,leipzig,TRUE
italienisch,weiblich,Vittoria di Lauro,555,2,37,köln,TRUE
deutsch,weiblich,Hanna Berg,555,2,37,köln,TRUE
arabisch,weiblich,Maryam Abedini,555,2,37,köln,TRUE
deutsch,weiblich,Hanna Berg,460,1,38,frankfurt,TRUE
deutsch,männlich,Carsten Meier,495,2,50,berlin,TRUE
deutsch,weiblich,Hanna Berg,290,2,46,leipzig,TRUE
deutsch,weiblich,Nina Weiss,310,2,42,dortmund,TRUE
türkisch,weiblich,Aylin Demirci,310,2,42,dortmund,TRUE
italienisch,weiblich,Vittoria di Lauro,310,2,42,dortmund,TRUE
italienisch,weiblich,Vittoria di Lauro,310,2,42,dortmund,TRUE
türkisch,weiblich,Aylin Demirci,310,2,42,dortmund,TRUE
deutsch,weiblich,Nina Weiss,310,2,42,dortmund,TRUE
arabisch,männlich,Ismail Hamed,450,2,48,hamburg,FALSE
deutsch,männlich,Stephan Braun,450,2,48,hamburg,FALSE
polnisch,männlich,Mikolaj Janowski,450,2,48,hamburg,FALSE
deutsch,männlich,Daniel Buschle,320,1.5,45,dortmund,FALSE
türkisch,männlich,Haimt Yilmaz,320,1.5,45,dortmund,FALSE
italienisch,männlich,Stefano Loguercio,320,1.5,45,dortmund,FALSE
türkisch,männlich,Haimt Yilmaz,550,2,60,hamburg,FALSE
türkisch,männlich,Haimt Yilmaz,520,1,60,hamburg,TRUE
deutsch,männlich,Stephan Braun,520,1,60,hamburg,TRUE
polnisch,männlich,Mikolaj Janowski,520,1,60,hamburg,TRUE
deutsch,männlich,Carsten Meier,550,2,36.35,frankfurt,TRUE
türkisch,männlich,Haimt Yilmaz,320,1,33.2,nürnberg,FALSE
deutsch,männlich,Stephan Braun,320,1,33.2,nürnberg,FALSE
arabisch,männlich,Ismail Hamed,320,1,33.2,nürnberg,FALSE
deutsch,männlich,Daniel Buschle,550,2,36.35,frankfurt,TRUE
deutsch,männlich,Stephan Braun,290,2,54,magdeburg,TRUE
polnisch,männlich,Mikolaj Janowski,290,2,54,magdeburg,TRUE
italienisch,männlich,Stefano Loguercio,290,2,54,magdeburg,TRUE
italienisch,männlich,Stefano Loguercio,448.8,2,51,nürnberg,FALSE
arabisch,männlich,Ismail Hamed,448.8,2,51,nürnberg,TRUE
deutsch,männlich,Stephan Braun,448.8,2,51,nürnberg,FALSE
deutsch,weiblich,Nina Weiss,450,1,37,frankfurt,FALSE
italienisch,weiblich,Vittoria di Lauro,450,1,37,frankfurt,FALSE
arabisch,weiblich,Maryam Abedini,450,1,37,frankfurt,FALSE
deutsch,männlich,Stephan Braun,570,2,52,köln,FALSE
polnisch,männlich,Mikolaj Janowski,570,2,52,köln,FALSE
deutsch,männlich,Lovis Kuhn,570,2,52,köln,FALSE
italienisch,männlich,Stefano Loguercio,570,2,52,köln,FALSE
deutsch,männlich,Carsten Meier,580,2,53.6,hamburg,TRUE
deutsch,männlich,Daniel Buschle,580,2,53.6,hamburg,TRUE
deutsch,weiblich,Hanna Berg,576,2,48,köln,TRUE
türkisch,männlich,Haimt Yilmaz,580,2,53.6,hamburg,TRUE
italienisch,männlich,Stefano Loguercio,580,2,53.6,hamburg,TRUE
deutsch,männlich,Carsten Meier,430,2,52,nürnberg,TRUE
polnisch,weiblich,Milena Adamowicz,364.96,1,45.62,berlin,FALSE
türkisch,weiblich,Aylin Demirci,364.96,1,45.62,berlin,FALSE
deutsch,weiblich,Hanna Berg,364.96,1,45.62,berlin,FALSE
polnisch,weiblich,Milena Adamowicz,430,1,34,köln,TRUE
deutsch,weiblich,Hanna Berg,430,1,34,köln,TRUE
italienisch,weiblich,Vittoria di Lauro,430,1,34,köln,TRUE
italienisch,männlich,Stefano Loguercio,500,1,45,frankfurt,TRUE
deutsch,weiblich,Nina Weiss,405,2,54,berlin,TRUE
türkisch,weiblich,Aylin Demirci,495,1,43.92,berlin,TRUE
arabisch,weiblich,Maryam Abedini,495,1,43.92,berlin,TRUE
deutsch,weiblich,Hanna Berg,495,1,43.92,berlin,TRUE
deutsch,männlich,Carsten Meier,275,2,46.6,magdeburg,TRUE
deutsch,männlich,Daniel Buschle,275,2,46.6,magdeburg,TRUE
türkisch,männlich,Haimt Yilmaz,500,2,50,hamburg,TRUE
deutsch,männlich,Carsten Meier,500,2,50,hamburg,TRUE
italienisch,männlich,Stefano Loguercio,500,2,50,hamburg,TRUE
deutsch,männlich,Lovis Kuhn,500,2,50,hamburg,TRUE
deutsch,männlich,Daniel Buschle,500,2,50,hamburg,TRUE
italienisch,männlich,Stefano Loguercio,456,1,38,köln,TRUE
deutsch,männlich,Carsten Meier,456,1,38,köln,TRUE
polnisch,männlich,Mikolaj Janowski,456,1,38,köln,TRUE
deutsch,männlich,Lovis Kuhn,456,1,38,köln,TRUE
deutsch,männlich,Stephan Braun,456,1,38,köln,TRUE
türkisch,weiblich,Aylin Demirci,547.5,2,58.56,berlin,TRUE
italienisch,weiblich,Vittoria di Lauro,547.5,2,58.56,berlin,TRUE
deutsch,weiblich,Hanna Berg,547.5,2,58.56,berlin,TRUE
deutsch,männlich,Stephan Braun,650,2,60,frankfurt,TRUE
deutsch,männlich,Carsten Meier,655,1,43,hamburg,TRUE
italienisch,männlich,Stefano Loguercio,655,1,43,hamburg,TRUE
türkisch,männlich,Haimt Yilmaz,524,2.5,60,hamburg,FALSE
deutsch,männlich,Stephan Braun,524,2.5,60,hamburg,FALSE
polnisch,männlich,Mikolaj Janowski,524,2.5,60,hamburg,FALSE
italienisch,weiblich,Vittoria di Lauro,425,1,40,berlin,TRUE
deutsch,weiblich,Nina Weiss,425,1,40,berlin,TRUE
italienisch,männlich,Stefano Loguercio,430,1,42,köln,FALSE
deutsch,männlich,Lovis Kuhn,430,1,42,köln,FALSE
arabisch,männlich,Ismail Hamed,430,1,42,köln,FALSE
deutsch,männlich,Daniel Buschle,397.72,1,38.92,hamburg,TRUE
arabisch,männlich,Ismail Hamed,397.72,1,38.92,hamburg,TRUE
deutsch,weiblich,Hanna Berg,239,1,39,dortmund,FALSE
türkisch,weiblich,Aylin Demirci,625,2,50,köln,TRUE
italienisch,weiblich,Vittoria di Lauro,625,2,50,köln,TRUE
türkisch,weiblich,Aylin Demirci,541,2,49.5,hamburg,TRUE
italienisch,weiblich,Vittoria di Lauro,541,2,49.5,hamburg,TRUE
deutsch,weiblich,Hanna Berg,541,2,49.5,hamburg,TRUE
deutsch,weiblich,Hanna Berg,510,2,55,frankfurt,TRUE
türkisch,weiblich,Aylin Demirci,510,2,55,frankfurt,FALSE
deutsch,weiblich,Nina Weiss,260,1.5,39.5,dresden,TRUE
deutsch,weiblich,Nina Weiss,625,2,50,köln,TRUE
deutsch,männlich,Carsten Meier,163.7,1,32.74,leipzig,FALSE
deutsch,männlich,Daniel Buschle,163.7,1,32.74,leipzig,FALSE
deutsch,männlich,Stephan Braun,399,2,59,leipzig,FALSE
deutsch,männlich,Stephan Braun,399,2,59,leipzig,FALSE
deutsch,männlich,Stephan Braun,399,2,59,leipzig,TRUE
arabisch,männlich,Ismail Hamed,399,2,59,leipzig,TRUE
deutsch,männlich,Stephan Braun,399,2,59,leipzig,FALSE
türkisch,männlich,Haimt Yilmaz,399,2,59,leipzig,FALSE
arabisch,männlich,Ismail Hamed,399,2,59,leipzig,FALSE
deutsch,weiblich,Nina Weiss,451.35,2,53.1,nürnberg,TRUE
polnisch,weiblich,Milena Adamowicz,451.35,2,53.1,nürnberg,TRUE
deutsch,weiblich,Nina Weiss,504,1,34.48,frankfurt,TRUE
italienisch,männlich,Stefano Loguercio,397.32,1,36.91,berlin,TRUE
deutsch,männlich,Stephan Braun,397.32,1,36.91,berlin,TRUE
türkisch,weiblich,Aylin Demirci,504,1,34.48,frankfurt,TRUE
arabisch,weiblich,Maryam Abedini,504,1,34.48,frankfurt,TRUE
arabisch,männlich,Ismail Hamed,420,2,49,köln,TRUE
italienisch,männlich,Stefano Loguercio,420,2,49,köln,TRUE
italienisch,weiblich,Vittoria di Lauro,510,2,55,frankfurt,TRUE
deutsch,weiblich,Hanna Berg,590,1,43,münchen,TRUE
deutsch,männlich,Daniel Buschle,525,1,60,hamburg,TRUE
türkisch,männlich,Haimt Yilmaz,525,1,60,hamburg,TRUE
deutsch,männlich,Carsten Meier,262,1,30,magdeburg,TRUE
türkisch,weiblich,Aylin Demirci,356,2,57.9,magdeburg,TRUE
polnisch,weiblich,Milena Adamowicz,356,2,57.9,magdeburg,TRUE
deutsch,weiblich,Nina Weiss,356,2,57.9,magdeburg,TRUE
polnisch,männlich,Mikolaj Janowski,344.51,2,42.83,berlin,TRUE
italienisch,männlich,Stefano Loguercio,344.51,2,42.83,berlin,FALSE
deutsch,männlich,Daniel Buschle,344.51,2,42.83,berlin,TRUE
deutsch,weiblich,Hanna Berg,276.95,2,53.29,nürnberg,TRUE
polnisch,weiblich,Milena Adamowicz,276.95,2,53.29,nürnberg,TRUE
italienisch,weiblich,Vittoria di Lauro,276.95,2,53.29,nürnberg,TRUE
türkisch,weiblich,Aylin Demirci,413.36,3,58.22,dresden,TRUE
deutsch,weiblich,Nina Weiss,413.36,3,58.22,dresden,TRUE
italienisch,männlich,Stefano Loguercio,250,2,35,magdeburg,TRUE
italienisch,weiblich,Vittoria di Lauro,405,2,57.5,leipzig,TRUE
türkisch,männlich,Haimt Yilmaz,250,2,35,magdeburg,TRUE
deutsch,männlich,Carsten Meier,405,2,45,köln,TRUE
deutsch,männlich,Daniel Buschle,250,2,35,magdeburg,TRUE
deutsch,männlich,Daniel Buschle,405,2,45,köln,TRUE
polnisch,männlich,Mikolaj Janowski,200,2,36.7,leipzig,TRUE
türkisch,männlich,Haimt Yilmaz,200,2,36.7,leipzig,TRUE
deutsch,männlich,Lovis Kuhn,200,2,36.7,leipzig,TRUE
deutsch,männlich,Daniel Buschle,200,2,36.7,leipzig,TRUE
deutsch,männlich,Carsten Meier,200,2,36.7,leipzig,TRUE
deutsch,männlich,Stephan Braun,335,1,31.77,hamburg,TRUE
polnisch,männlich,Mikolaj Janowski,336,2,54,magdeburg,TRUE
deutsch,männlich,Stephan Braun,336,2,54,magdeburg,TRUE
polnisch,männlich,Mikolaj Janowski,450.59,2,53.01,nürnberg,TRUE
türkisch,weiblich,Aylin Demirci,451.35,2,53.1,nürnberg,TRUE
arabisch,männlich,Ismail Hamed,450.59,2,53.01,nürnberg,TRUE
türkisch,weiblich,Aylin Demirci,451.35,2,53.1,nürnberg,TRUE
deutsch,männlich,Stephan Braun,450.59,2,53.01,nürnberg,TRUE
türkisch,männlich,Haimt Yilmaz,336,2,54,magdeburg,TRUE
arabisch,männlich,Ismail Hamed,335,1,31.77,hamburg,TRUE
polnisch,männlich,Mikolaj Janowski,335,1,31.77,hamburg,TRUE
italienisch,männlich,Stefano Loguercio,625,2,50,hamburg,TRUE
deutsch,männlich,Daniel Buschle,625,2,50,hamburg,TRUE
polnisch,weiblich,Milena Adamowicz,350,2,48,berlin,TRUE
deutsch,männlich,Carsten Meier,402.19,1,54.35,berlin,TRUE
arabisch,männlich,Ismail Hamed,397.32,1,36.91,berlin,TRUE
türkisch,männlich,Haimt Yilmaz,275,2,49.85,leipzig,TRUE
deutsch,weiblich,Hanna Berg,350,2,48,berlin,TRUE
deutsch,weiblich,Hanna Berg,445,2,59.63,köln,TRUE
deutsch,männlich,Daniel Buschle,530,1,34.5,frankfurt,TRUE
deutsch,männlich,Carsten Meier,830,1,37.17,münchen,TRUE
türkisch,männlich,Haimt Yilmaz,361,2.5,58.13,dortmund,FALSE
deutsch,männlich,Carsten Meier,300,2,51.64,dresden,FALSE
deutsch,männlich,Carsten Meier,275,2,49.85,leipzig,FALSE
deutsch,männlich,Lovis Kuhn,300,2,51.64,dresden,FALSE
deutsch,männlich,Daniel Buschle,275,2,49.85,leipzig,TRUE
deutsch,männlich,Lovis Kuhn,275,2,49.85,leipzig,FALSE
italienisch,weiblich,Vittoria di Lauro,445,2,59.63,köln,TRUE
deutsch,weiblich,Hanna Berg,426,1,42.49,berlin,TRUE
arabisch,weiblich,Maryam Abedini,426,1,42.49,berlin,TRUE
türkisch,weiblich,Aylin Demirci,426,1,42.49,berlin,TRUE
deutsch,weiblich,Hanna Berg,480,1.5,43,köln,TRUE
arabisch,männlich,Ismail Hamed,275,1,42.96,leipzig,TRUE
polnisch,männlich,Mikolaj Janowski,275,1,42.96,leipzig,TRUE
arabisch,männlich,Ismail Hamed,275,1,42.96,leipzig,TRUE
deutsch,männlich,Daniel Buschle,340,2,41.92,berlin,TRUE
italienisch,männlich,Stefano Loguercio,340,2,41.92,berlin,TRUE
italienisch,männlich,Stefano Loguercio,450,2,49.55,nürnberg,TRUE
polnisch,männlich,Mikolaj Janowski,450,2,49.55,nürnberg,TRUE
deutsch,männlich,Daniel Buschle,450,2,49.55,nürnberg,TRUE
türkisch,weiblich,Aylin Demirci,168.1,1,41,dortmund,TRUE
deutsch,männlich,Carsten Meier,340,2,41.92,berlin,TRUE
polnisch,weiblich,Milena Adamowicz,245.18,1,32.69,berlin,TRUE
deutsch,weiblich,Nina Weiss,245.18,1,32.69,berlin,TRUE
deutsch,weiblich,Nina Weiss,560,2,40,hamburg,TRUE
italienisch,männlich,Stefano Loguercio,299.09,2,54.38,dortmund,FALSE
deutsch,männlich,Lovis Kuhn,240,2,48,dresden,TRUE
deutsch,männlich,Daniel Buschle,198,1,36.79,dresden,FALSE
deutsch,männlich,Lovis Kuhn,590,2,60,köln,FALSE
polnisch,männlich,Mikolaj Janowski,515,1,36,hamburg,TRUE
deutsch,männlich,Stephan Braun,515,1,36,hamburg,TRUE
polnisch,männlich,Mikolaj Janowski,275,2,49.85,leipzig,TRUE
italienisch,männlich,Stefano Loguercio,515,1,36,hamburg,TRUE
deutsch,männlich,Stephan Braun,445,2.5,50,hamburg,TRUE
türkisch,männlich,Haimt Yilmaz,309,2,60,dortmund,TRUE
deutsch,weiblich,Nina Weiss,460,1,37.49,hamburg,TRUE
deutsch,männlich,Stephan Braun,249.55,1,49.91,magdeburg,TRUE
deutsch,männlich,Stephan Braun,309,2,60,dortmund,TRUE
polnisch,männlich,Mikolaj Janowski,291.5,2,58.3,magdeburg,FALSE
deutsch,männlich,Carsten Meier,291.5,2,58.3,magdeburg,TRUE
polnisch,männlich,Mikolaj Janowski,249.55,1,49.91,magdeburg,TRUE
türkisch,männlich,Haimt Yilmaz,291.5,2,58.3,magdeburg,FALSE
deutsch,männlich,Lovis Kuhn,291.5,2,58.3,magdeburg,TRUE
deutsch,männlich,Lovis Kuhn,420,2,59,berlin,TRUE
arabisch,männlich,Ismail Hamed,420,2,59,berlin,TRUE
deutsch,männlich,Stephan Braun,420,2,59,berlin,TRUE
italienisch,männlich,Stefano Loguercio,309,2,60,dortmund,TRUE
türkisch,männlich,Haimt Yilmaz,420,2,59,berlin,TRUE
deutsch,männlich,Carsten Meier,420,2,59,berlin,TRUE
deutsch,männlich,Stephan Braun,520,1,60,hamburg,FALSE
polnisch,männlich,Mikolaj Janowski,520,1,60,hamburg,FALSE
deutsch,männlich,Stephan Braun,550,2,51,hamburg,TRUE
arabisch,männlich,Ismail Hamed,550,2,51,hamburg,TRUE
deutsch,männlich,Stephan Braun,210,2,55,leipzig,TRUE
deutsch,männlich,Lovis Kuhn,550,2,36.35,frankfurt,FALSE
polnisch,männlich,Mikolaj Janowski,210,2,55,leipzig,TRUE
türkisch,männlich,Haimt Yilmaz,550,2,36.35,frankfurt,FALSE
türkisch,männlich,Haimt Yilmaz,210,2,55,leipzig,TRUE
italienisch,weiblich,Vittoria di Lauro,360,1,30,hamburg,FALSE
deutsch,weiblich,Nina Weiss,360,1,30,hamburg,FALSE
türkisch,weiblich,Aylin Demirci,360,1,30,hamburg,FALSE
italienisch,männlich,Stefano Loguercio,275,2,46.6,magdeburg,TRUE
italienisch,weiblich,Vittoria di Lauro,349,2,45,dresden,TRUE
polnisch,weiblich,Milena Adamowicz,349,2,45,dresden,TRUE
polnisch,weiblich,Milena Adamowicz,550,1,38,frankfurt,TRUE
deutsch,weiblich,Hanna Berg,620,2,45,frankfurt,TRUE
deutsch,männlich,Daniel Buschle,276.45,2,48.5,dortmund,FALSE
arabisch,männlich,Ismail Hamed,276.45,2,48.5,dortmund,FALSE
polnisch,männlich,Mikolaj Janowski,276.45,2,48.5,dortmund,FALSE
italienisch,weiblich,Vittoria di Lauro,700,1,37,münchen,FALSE
arabisch,weiblich,Maryam Abedini,700,1,37,münchen,FALSE
deutsch,weiblich,Hanna Berg,700,1,37,münchen,FALSE
deutsch,weiblich,Nina Weiss,520,2,58,berlin,FALSE
türkisch,weiblich,Aylin Demirci,520,2,58,berlin,FALSE
arabisch,weiblich,Maryam Abedini,520,2,58,berlin,FALSE
deutsch,männlich,Carsten Meier,830,1,37.17,münchen,TRUE
deutsch,weiblich,Hanna Berg,570,2,42,köln,FALSE
deutsch,weiblich,Hanna Berg,570,2,42,köln,FALSE
türkisch,weiblich,Aylin Demirci,300,2,51,dortmund,FALSE
deutsch,männlich,Daniel Buschle,285.75,3,57.15,magdeburg,TRUE
italienisch,weiblich,Vittoria di Lauro,258.06,2,48.69,magdeburg,TRUE
polnisch,männlich,Mikolaj Janowski,262.66,3,57.1,magdeburg,TRUE
italienisch,männlich,Stefano Loguercio,177.69,1,31.73,magdeburg,TRUE
türkisch,männlich,Haimt Yilmaz,325.99,3,59.27,magdeburg,TRUE
türkisch,männlich,Haimt Yilmaz,248.57,2,46.9,magdeburg,TRUE
deutsch,weiblich,Hanna Berg,463,3,58.69,hamburg,TRUE
arabisch,männlich,Ismail Hamed,424.4,1,42.44,köln,FALSE
polnisch,weiblich,Milena Adamowicz,300,2,51,dortmund,FALSE
polnisch,männlich,Mikolaj Janowski,285.75,3,57.15,magdeburg,TRUE
deutsch,weiblich,Nina Weiss,258.06,2,48.69,magdeburg,TRUE
deutsch,männlich,Daniel Buschle,262.66,3,57.1,magdeburg,TRUE
deutsch,männlich,Stephan Braun,325.99,3,59.27,magdeburg,TRUE
deutsch,männlich,Daniel Buschle,248.57,2,46.9,magdeburg,TRUE
türkisch,weiblich,Aylin Demirci,463,3,58.69,hamburg,TRUE
polnisch,männlich,Mikolaj Janowski,424.4,1,42.44,köln,FALSE
polnisch,männlich,Mikolaj Janowski,177.69,1,31.73,magdeburg,TRUE
deutsch,weiblich,Nina Weiss,300,2,51,dortmund,FALSE
türkisch,männlich,Haimt Yilmaz,285.75,3,57.15,magdeburg,TRUE
italienisch,männlich,Stefano Loguercio,262.66,3,57.1,magdeburg,TRUE
arabisch,weiblich,Maryam Abedini,258.06,2,48.69,magdeburg,TRUE
italienisch,männlich,Stefano Loguercio,248.57,2,46.9,magdeburg,TRUE
italienisch,weiblich,Vittoria di Lauro,463,3,58.69,hamburg,TRUE
deutsch,männlich,Daniel Buschle,424.4,1,42.44,köln,FALSE
deutsch,männlich,Stephan Braun,177.69,1,31.73,magdeburg,TRUE
italienisch,männlich,Stefano Loguercio,325.99,3,59.27,magdeburg,TRUE
deutsch,männlich,Stephan Braun,291.5,2,58.3,magdeburg,TRUE
türkisch,weiblich,Aylin Demirci,400,1.5,40.55,frankfurt,TRUE
deutsch,weiblich,Nina Weiss,400,1.5,40.55,frankfurt,TRUE
arabisch,weiblich,Maryam Abedini,400,1.5,40.55,frankfurt,TRUE
italienisch,männlich,Stefano Loguercio,249.55,1,49.91,magdeburg,FALSE
arabisch,weiblich,Maryam Abedini,630,2,42,hamburg,TRUE
deutsch,weiblich,Hanna Berg,630,2,42,hamburg,TRUE
polnisch,weiblich,Milena Adamowicz,630,2,42,hamburg,TRUE
türkisch,weiblich,Aylin Demirci,445,2,44.38,hamburg,TRUE
deutsch,weiblich,Hanna Berg,445,2,44.38,hamburg,TRUE
deutsch,weiblich,Hanna Berg,900,2,56,münchen,FALSE
italienisch,männlich,Stefano Loguercio,409.84,1.5,49,berlin,TRUE
italienisch,weiblich,Vittoria di Lauro,900,2,56,münchen,FALSE
türkisch,weiblich,Aylin Demirci,900,2,56,münchen,FALSE
deutsch,männlich,Lovis Kuhn,262,1,30,magdeburg,TRUE
deutsch,weiblich,Hanna Berg,405.71,2,56.27,berlin,TRUE
italienisch,männlich,Stefano Loguercio,495,1,43,hamburg,TRUE
deutsch,männlich,Stephan Braun,318.12,2,47.46,berlin,TRUE
italienisch,männlich,Stefano Loguercio,318.12,2,47.46,berlin,TRUE
türkisch,männlich,Haimt Yilmaz,318.12,2,47.46,berlin,TRUE
deutsch,männlich,Stephan Braun,495,1,43,hamburg,TRUE
türkisch,männlich,Haimt Yilmaz,420,1,36,köln,TRUE
deutsch,männlich,Stephan Braun,270,2,47.42,leipzig,TRUE
arabisch,männlich,Ismail Hamed,270,2,47.42,leipzig,TRUE
italienisch,männlich,Stefano Loguercio,270,2,47.42,leipzig,TRUE
deutsch,männlich,Daniel Buschle,420,1,36,köln,TRUE
deutsch,männlich,Lovis Kuhn,420,1,36,köln,TRUE
italienisch,männlich,Stefano Loguercio,477,1.5,47.64,berlin,TRUE
italienisch,männlich,Stefano Loguercio,420,1,36,köln,TRUE
deutsch,männlich,Daniel Buschle,424.4,1,42.44,köln,TRUE
